1,0.0505671,1714636915,0.00875404
2,0.0513522,1365180540,0.0172404
3,0.0514967,1540383426,0.025788
4,0.0517091,294702567,0.0342428
5,0.0532505,336465782,0.0415646
6,0.0535944,628175011,0.0495574
7,0.0538438,1681692777,0.0575492
8,0.0538649,304089172,0.0657447
9,0.0541437,2145174067,0.073582
10,0.0544171,2089018456,0.081347
11,0.0544995,1303455736,0.0893464
12,0.0545116,1059961393,0.0974472
13,0.054736,2044897763,0.105135
14,0.0547767,1957747793,0.113138
15,0.0547998,424238335,0.121168
16,0.0550962,1125898167,0.128551
17,0.0558202,783368690,0.134814
18,0.0562285,635723058,0.141708
19,0.0562351,468703135,0.149563
20,0.0563427,861021530,0.157134
21,0.0564817,1649760492,0.164584
22,0.0565279,278722862,0.172281
23,0.0566253,1315634022,0.179802
24,0.0567475,1101513929,0.187215
25,0.0567888,1350490027,0.194874
26,0.0568866,1656478042,0.202321
27,0.0573692,1967513926,0.208335
28,0.0575069,1726956429,0.215534
29,0.0575862,1102520059,0.222924
30,0.0577835,1801979802,0.229824
31,0.0580091,1025202362,0.236561
32,0.0583608,719885386,0.24272
33,0.0584427,1804289383,0.249954
34,0.0584725,846930886,0.257397
35,0.0587009,1189641421,0.263937
36,0.0590235,35005211,0.269994
37,0.0595716,596516649,0.274941
38,0.0596981,521595368,0.281773
39,0.0597194,1369133069,0.289085
40,0.059953,233665123,0.295342
41,0.100567,1714636915,0.18047
42,0.101352,1365180540,0.18344
43,0.101497,1540383426,0.18754
44,0.101709,294702567,0.1915
45,0.10325,336465782,0.192929
46,0.103594,628175011,0.196561
47,0.103844,1681692777,0.200352
48,0.103865,304089172,0.204573
49,0.104144,2145174067,0.208276
50,0.104417,2089018456,0.21197
51,0.104499,1303455736,0.216039
52,0.104512,1059961393,0.22025
53,0.104736,2044897763,0.224004
54,0.104777,1957747793,0.228142
55,0.1048,424238335,0.232316
56,0.105096,1125898167,0.235873
57,0.10582,783368690,0.238442
58,0.106228,635723058,0.241693
59,0.106235,468703135,0.245845
60,0.106343,861021530,0.249758
61,0.106482,1649760492,0.25359
62,0.106528,278722862,0.257635
63,0.106625,1315634022,0.261552
64,0.106748,1101513929,0.265399
65,0.106789,1350490027,0.269442
66,0.106887,1656478042,0.273336
67,0.107369,1967513926,0.276231
68,0.107507,1726956429,0.279995
69,0.107586,1102520059,0.283903
70,0.107783,1801979802,0.28749
71,0.108009,1025202362,0.290988
72,0.108361,719885386,0.294129
73,0.108443,1804289383,0.297989
74,0.108473,846930886,0.301987
75,0.108701,1189641421,0.305425
76,0.109023,35005211,0.308582
77,0.109572,596516649,0.311078
78,0.109698,521595368,0.314755
79,0.109719,1369133069,0.318728
80,0.109953,233665123,0.322077
81,0.150567,1714636915,0.23814
82,0.151352,1365180540,0.239829
83,0.151497,1540383426,0.242522
84,0.151709,294702567,0.245101
85,0.15325,336465782,0.245524
86,0.153594,628175011,0.247856
87,0.153844,1681692777,0.250332
88,0.153865,304089172,0.253175
89,0.154144,2145174067,0.255588
90,0.154417,2089018456,0.258002
91,0.154499,1303455736,0.26073
